ID,English,Others,Japanese
photo08,"One day, Regina asked me if I would like to fuck Mrs. Shepherd's pussy. Without a second thought I agreed. She took me to the past using some special spell. She asked me wait here and brought young Mrs. Shepherd convincing her that I'm her husband with photos of us having sex. She told her that she must have sex with me to prove her love. Without a thought she agreed and bent on a table. I don't Regina is helping me with it but Judy was right in front of me. I couldn't resist fucked her until the night as Regina said. Later she revealed it was to save her from becoming cock sleeve of her friends.","One day, Ryoko asked me if I would like to fuck Mrs. Shishime’s pussy. Without a second thought I agreed. She took me to the past using some special spell. She asked me wait here and brought young Mrs. Shishime convincing her that I'm her husband with photos of us having sex. She told her that she must have sex with me to prove her love. Without a thought she agreed and bent on a table. I don't Ryoko is helping me with it but Junsa was right in front of me. I couldn't resist fucked her until the night as Ryoko said. Later she revealed it was to save her from becoming cock sleeve of her friends.",「涼子」は私を過去に連れて行き、女の子を妊娠させるために犯させました。彼女が多額のお金を約束してくれたので、私は同意しました。私はその間ずっと目隠しをしていましたが、彼女の匂いは懐かしいものでした。どういうわけか彼女は私のことを夫と呼んでいました。「涼子」は彼女に同意させるために嘘をつきました。私たちが終わったとき、彼女は私に100万コインではなく1000コインしかくれませんでした。
photo09,There was no way Judy was letting me touch her pussy so I had an idea. I went to past when she was in college. I met her and told her I'm her husband in the future. She didn't believe me until I showed her a photo of us having sex. She was going on a group outing but I somehow convinced her to let me fuck her. My plans worked well. She had the potential to become Lady Mystery's champion but... she had elven essence which was not useful to Lady Mystery. So she wiped her memory but before I leaving I told her about her friend's plan.,I wanted to fuck this women so I told Lady Mystery that we could ago back in past and try it. I prediction were correct. I convinced her that I was her future husband. She let me fuck her without any complaints. Unfortunately she had an elven essence so Lady Mystery had to wipe her memory out. Before going back I told her about her friend's plan about her and I will fuck her again after 20 years.,涼子さんは私を過去に連れて行き、女の子を妊娠させるために犯させました。彼女が多額のお金を約束してくれたので、私は同意しました。私はその間ずっと目隠しをしていましたが、彼女の匂いは懐かしいものでした。どういうわけか彼女は私のことを夫と呼んでいました。涼子さんは彼女に同意させるために嘘をつきました。私たちが終わったとき、彼女は私に100万コインではなく1000コインしかくれませんでした。
photo10,"I was in a bath house with Timmy. After spending some time in the tub we decided it's time to go home. He had his chest covered like a girl. While teasing him, I tripped and fell on him. My dick was hard as we were talking about lewd stuff earlier so it went right inside his ass. I chuckled and asked him is he gets railed by whole class as it easily went inside. When I try to get I realized my dick was not in his ass but something else. In panic, I try to pull it out but kept falling because of slippery floor. It turned us both on so we had sex on floor. I never realized how cute she looks. Next day she showed up dressing as cute girl and introduced herself to everyone as my girlfriend.","Tatsumi invited me to a bath house. I waited in the tub for him to come but instead of him a girl entered the tub. I was amazed what she was doing here. When she called me senpai I realized it was Tatsumi. My best friend was a girl all along. She asked me to the things I do to other girls. I'm not into tomboys but she was too cute so I fucked her on the floor. She made me fall in love with tomboy types. Later, we often fuck before or after our game.",たつみくんと一緒に銭湯に行きました。私たちが帰ることにしたとき、彼はまるで女の子のように前体をタオルで覆いました。私はそのことで彼をからかいましたが、床に石鹸が落ちていることに気づきませんでした。私は滑って彼の上に倒れました。どういうわけか彼のお尻を見ていると私のペニスは硬くなり、それは彼のお尻の中にまっすぐに入りました。とてもスムーズに進んだので、彼はクラス全員にヤらせたのかと冗談を言いました。起き上がろうとしたとき、それが彼のお尻ではなく、彼のマンコにあることに気づきました。その後、彼が実際には女の子であることに気づきました。すでに入っていたので、彼女は私に続きをするように頼み、私は彼女を床で犯しました。次の日、彼女はかわいい女の子の格好をして学校に来て、みんなに私のガールフレンドだと言いました。
photo11,"Few days later, Tess invited me to join her at her aunt's house for group study. Few minutes later her cousin left for some groceries shopping. Tess decided to take advantage of the situation and came closer to me. She pulled my pants down and caressed my cock. When it was rock hard she used her mouth to please me. All of a sudden I heard the door sliding. It was her aunt, who brought some snacks for us. She her Tess sucking my cock. I could tell the lady was quite shocked. She kept the plate on the floor and shut the door without saying a word. I stopped Tess and left in hurry. She was oblivious to what just happened.","Tatsuka invited me to her aunts house for group study. When her cousin left to attend a call, she told she wanted to taste my cock and pulled my pants down caressing it. When it was hard she used her mouth to suck it. All of sudden her aunt show up. She brought some snacks for us. She was quite shocked looking at what we were doing. She put the plate on the floor and left without saying a word. I know I could be in big trouble so I asked Tatsuka to stop and left in a hurry. She was oblivious to what just happened.",たつみちゃんは私をグループ学習のために彼女の叔母の家に招待しました。彼女のいとこが外に出ると、彼女は私にフェラをし始めました。突然、たつみの叔母がドアを開け、その様子を見て驚いたが、何も言わずにドアを閉めた。大変なことになると思い、急いで出発しました。
photo12,"One evening, I was walking Tess home when we met her aunt on the way. She invited us to join her for dinner. I didn't wanted to go but she insisted me to come. When we arrived at her house she excused herself to the kitchen and asked us to get fresh. I was waiting in the hall nervously when she called me inside the kitchen. When I went inside I saw she was dressed in a wedding dress. She had a scissors in her hand and asked me to come closer. I was terrified thinking she was planning to kill me for the other day but... She used it to make a hole in her dress and asked me to fuck her. I didn't know what was in her mind but I obeyed what she said and pounded her while she was cooking. Later while having dinner, she gave me a secret handjob at the table.","I met Tatsuka's aunt while walking her home. She invited us for dinner. With the way she was looking at me I knew something was going to happened so I agreed. When we were at her home she asked us to wait in the hall. After a few moment, I was getting impatient so I went inside. I saw her aunt in her wedding dress. She didn't notice me behind her. Her breast were huge. The biggest one I have ever seen. I couldn't resist and began fondling them. She didn't resist me. That was my queue to continue so I ripped a hole in her wedding dress and shoved my dick inside her pussy. Her huge tits were swaying gracefully with each thrust. After finishing inside her we had food.",たつみちゃんの叔母さんが私たちを家に招待してくれました。彼女はたつみにリビングで待っていてほしいと言いましたが、私にはキッチンに来てほしいと言いました。彼女はブライダルドレスを着ており、手にハサミを持っていました。彼女が噂の幽霊花嫁だと思って怖かったのですが、驚いたことに彼女はドレスを切り裂いて、料理をしている間セックスしてほしいと私に言いました。どうやら指輪が魔法のように働いていて、彼女を私に夢中にさせているようです。その後、夕食のテーブルで彼女は私の隣に座って手コキしてくれました。
photo13,I was having dinner with Sylvia and her friend one evening. I grown a crush on her friend in the whole evening. I asked Sylvia if her friend would go on a date with me. To my disappointment she said her friend is not interested in dating anyone but would let me fuck her for some coins. I agreed and she asked to come to apartment later. When I got there she gold me Harleen prefers to stay asleep when someone is doing it. I find it odd but continued anyway. After cumming inside her pussy a couple of time I tried to fuck her ass but it was too tight. Sylvia sucked my cock for a bit then I tried again. This time is went in easily and I fucked her to my heart's content.,"I was having dinner with my bun girl when I saw her friend. I instantly fallen in love with her. I asked her if her friend would go on a date with me but that jealous slut tricked me into paying her to fuck her friend. Later she invited me to her house and told me her friend prefers to be asleep while having sex. I find it wierd but continued anyway. Her pussy was so good, I was thinking if she is one of our champion. After cumming inside her a couple of time I switch my attention to bun girl. It's shame I have to wait for 2 years to fuck her again.",すみれは友達を家に招待しました。私は彼女の友達に片思いをしていて、友達が誰かと付き合っているのかどうかすみれに尋ねました。残念なことに彼女はそうでしたが、すみれはお金を払えば一緒に寝てくれると言いました。残念なことに彼女には付き合っている人がいたのですが、すみれが私にオファーをしてくれました。彼女は、私がお金を払えば、彼女の友人が寝ている間にセックスさせてくれると言った。私は同意し、心ゆくまで彼女のマンコをねじ込みました。
photo14,As soon as Harleen's husband left for work. I entered her apartment to fuck her. She was expecting me. As soon as I enter she pulled me to her bed and began sucking my cock. When it was hard I show it inside her pussy. Unfortunately someone knocked on the door. It was her husband but I don't wanted to stop so I continue even if he sees us. Harleen somehow managed to get her night cloths on and attended the door. He forgot his suitcase so she looked for it keeping him at the door. She handed it over to him but he asked about clapping noises coming from inside the house. She told him he must be imagining things while hushing me to keep quiet. Once he was off to his work. I took her to my apartment.,As soon as Hinata's husband left for work. I entered her apartment to fuck her. She was expecting me. As soon as I enter she pulled me to her bed and began sucking my cock. When it was hard I show it inside her pussy. Unfortunately someone knocked on the door. It was her husband but I don't wanted to stop so I continue even if he sees us. Harleen somehow managed to get her night cloths on and attended the door. He forgot his suitcase so she looked for it keeping him at the door. She handed it over to him but he asked about clapping noises coming from inside the house. She told him he must be imagining things while hushing me to keep quiet. Once he was off to his work. I took her to my apartment.,ある晩、私はひなたの家で彼女のマンコを耕していました。彼女の夫はすでに仕事に出かけていたので、私たちはベッドでセックスしました。突然、ドアをノックする音が聞こえました。彼女の夫は何かを忘れたので外に立っていました。私が彼女とセックスしている間、彼女はドアの後ろから彼に話しかけました。
photo15,"I often heard moaning noises coming from the next classroom so next day, I hide a camera on a ceiling light. To my surprise, I saw Mrs. Shepherd and a boy having sex even though it's not allowed in the university. Regina was there too. Upon closer look I realized it was Mac. He bumped into me last week causing me to break my phone's screen. He was badly hurt. Maybe break something valuable making them beat him up and sexually exploit him. What are we gonna do if teacher's keep taking handsome boys for themselves. I wanted to publish this story in this week's newspaper but Regina threatened me to keep it a secret. As a honest reporter I couldn't let this slip. I'm gonna upload it to VideoTube exposing both of them.","I heard moaning sound coming from the next classroom so next day, I placed a camera on a ceiling light. To my surprise, Masuo was plowing Mrs. Shishime even though sex is not allowed in the university. Ryoko watching them doing it and making sure no one enter the room. So this is the secret procedure he undergoes to heal himself of any injuries. Lucky lady getting plowed by a handsome hunk. According to the story, I'm so far from having an adventure with him. Until then, I gotta keep my focus on finding more stories for university newspaper. Ryoko threatened me not to publish this story to keep Mrs. Shishime's image clean. Well... she didn't say anything about uploading to VideoTube.",隣のクラスからうめき声がよく聞こえました。私はカメラを設置しましたが、獅子目先生がますおくんに彼女とセックスすることを強制していたことを知りました。彼は重傷を負っていました。彼女と涼子がどれくらいの間、彼にこれを強要していたのかはわかりません。いつも一緒に過ごしているのでカップルだと思っていましたが、違いました。彼はただの彼らのおもちゃです。
photo16,"We won a match today so I wanted to interview our university’s football team captain. I knocked on boy's locker room door. No one answered but I knew Timmy was alone in the room so I excused myself in. I was  shocked to see the scene in front me. Timmy was masturbating to a photo of Mac and Mrs. Hillford. That scumbag Mac is spoiling my sweet Timmy. He is a bad influence on him. Timmy wore his cloths in panic and given me a great interview. I don't know why he gives credit to that stupid Mac when it was him leading the whole team. After the interview, he invited me to mixed public bath house. I wanted to go but declined his offer after knowing Mac is coming too.","I wanted to take Tatsumi's interview so I followed him to boy's locker room. I have my doubts she is cute tomboy. While he was busy masturbating to a photo of Masuo and Mrs. Hirakawa having sex, I entered the room to surprise him. I was right. He is actually a girl. She told me she had crush on the guy and want to marry him. Well.... according to Magic Ring story she is suppose to get fucked by him before me. So I suggested her to invite him to a bath house and make him fall on her. This way he will be enticed to fuck her.",私はたつみくんに憧れていたので、面接という名目で会うことにしました。男子更衣室に入ると、たつみくんが平川さんとますおの写真を見てオナニーしているのを見て驚きました。この野郎、ますおは私の大切なたつみくんを台無しにしている。彼は涼子と志々目先生にいじめられて当然だ。たつみくん、よかったらセックスしてくださいって言ってもいいよ。
photo17,"Mariam was going to test the rumour about Bloody Hannah ghost. One night she and her boyfriend stayed late in the university. I placed my camera under third toilet stall in girl's bathroom on third floor. To lure the ghost they began to have sex in the stall. It was nothing special until I saw something creeping down from the ceiling. It was Hannah's ghost. They were too busy in sex to notice her. After he came inside her they left the stall to clean up. In a moment, I heard Mariam voice screaming for help. I couldn't see anything but from the audio I could make out. Her boyfriend's neck was snapped and Bloody Hannah was pulling her into mirror world. I was so scared, I haven't told anyone about this event except Tess.","Momoe was getting her ass fucked by her boyfriend in third toilet stall on 3rd floor girl's bathroom. Maybe they were not aware of legend about Bloody Hana-chan. Soon she appeared to sound of ass cheeks clapping. By her face she wanted to participate in it but he already came inside Momoe before she could possess her. Furious she snapped his neck and pulled Momoe into mirror world to make her one of her kind. This is origin story of Bloody Momoe. If you hide inside the third stall on 3rd floor girl's bathroom, Bloody Hana-chan will come to get your cum. Once she is done, she will let you run away for a while. If you failed to get away or enter the univeristy again, she will pounce on you for round 2. After that there will be game over.",ももえははなちゃんの噂が本当かどうかを見ていた。そこで彼女はボーイフレンドと一緒に3番目のトイレの個室で待っていました。理由はわかりませんが、彼らはそこでセックスを始めます。それらを見ていると、壁から何かが垂れ下がっていることに気づきました。それははなちゃんの幽霊だった。彼女は二人のセックスをニヤニヤしながら眺めていた。彼らが掃除のために屋台を出たとき、助けを求める彼らの叫び声だけが聞こえました。とても怖くて、もう夜には大学に行けません。
photo18,"There was rumour going around in the university about weird sound coming from room 3-2. I decided to investigate source of this sound and stay late at the university. I knew the room will be locked at night so I hide a camera as usual. When I heard noise I turned on my camera to see what's going on. It was not what I expected. There was a group of delinquent students from class 2-2 having sex together. Don't they know it's against the rules to have sex in the university. On top of that they are not wearing uniform. Well, they are not harming anyone so I will let them be for now.","My classmates told me rumour about a sex party going on at night. So I hid my camera in room 3-2 to catch them red handed doing the deed. When it was night, they engaged in sex as usual but this time I was recording the whole thing. Class 2-2 is known as delinquent classroom. They don't care if sex is not allowed in the university. I want to expose them but I'm yet to fuck Masuo and get his help to beat up there leader.",3年2組で乱交が起こっているという噂がある。いつものように、私は調査のために信頼できるカメラを設定しました。噂は正しかった！大学の敷地内ではセックスが禁止されているにもかかわらず、大勢の学生がセックスをしていたのだ。校長に報告したかったけど…そうなると大好きなたつみくんとセックスできなくなってしまいます。
photo19,I wanted to see how to catch an actual ghost so I stick around with Rebecca and that idiot Mac. She find out the ghost haunted the place in front of our classroom. We waited for so long but ghost never showed up so Rebecca suggested to do ghost ensnaring ritual. I was curious about it so volunteered for it. Mac removed all of his cloths for some reason and pulled me closer. Before I could say a thing he pulled my panties aside and shoved his cock inside me. What the hell he was thinking... We were having sex in the university. It was not allowed but... later I realized.... why Mrs. Shepherd loves to take extra class with him. Well... I think I will be happy to join them in all of their investigation if he does this ritual every time.,I wanted to join Rumia on her investigation. It was my time in the story to be a marriage candidate after 3 years. Rumia located the ghost with ease but it was not showing itself. Rumia decided to do luring ritual a.k.a sex. Before they could begin I chimed in suggesting if I took her place she can strike ghost as soon as it appears. She agreed and Mac picked my up instead for sex. I wanted to hug him tighter so that our hearts would touch but my hugh boobs were coming in way. Sorry... I'm wearing cloths in this photo. I wanna follow at least one rule all the time.,私はるみあが幽霊を捕まえるのを手伝っていました。彼女は私に、罠の儀式に参加したいかどうか尋ねました。何も聞かずに「はい」と言いました。私が「はい」と言うと、あの野郎ますおが私を引き上げて、私の中にペニスを押し込みました。私はとても激怒しましたが、彼は私をどんどん犯し、たつみくんがなぜ女の子になったのかを知りました。
photo20,"One night, we were dealing with a stubborn ghost for hours. We did luring ritual so many times but still it wasn't showing up. Rebecca suggested anal sex but I never did it in my life. I was hesitant thinking about the pain but agreed to it anyway. The plan worked it finally showed itself and Rebecca captured it. Around 3 AM we were done with our work so I decided to go downstairs and wait for them at the entrance. On the first floor, I saw few students from class 1-1 waiting in line for something. When I got closer they were waiting for their turn to fuck a girl. Her back was covered in cum suggesting they have been doing it for a while. I no longer care about students having sex in the university so I let do whatever they want.","Around 3 AM we were done catching the ghost so I went downstairs. On the first floor, I saw some guys waiting in line to fuck a girl. Looking at her for a while I realized.... LAGS have made reference to an erotic manga. I think I don't have to tell you about it. You could figure that out by yourself. You know.... No, no, wait.... I know nothing.... and you shouldn't think too much about it. It's for you own benefit.",ある夜、何度も試みた結果、あの厄介な幽霊を捕まえることができました。遅くなってきたので、午前3時頃、彼らが荷物をまとめている間、私は階下に行きました。何人かの男の子が一人の女の子とセックスするために列に並んでいるのを見ました。彼女は床を向いていたので顔は見えませんでした。
photo21,"My neighbour knocked on my door because she had some problem with her laptop. She spilled coffee on it, causing it to malfunction. I told her there is nothing I can do and she will need to buy a new one. She didn't had enough money and began leaving my apartment. This whole scenario gave me an idea about a new game. I asked her if she is interested to voice act and model for it. She happiley agreed and we got to business. I must say, she has become quite an expert in this since her last project. Sometimes I wonder why this ring doesn't work on her? Does she have something that counters the effect of the ring?",My hot neighbour told me she fucked up my old laptop by dropping coffee on it. She didn't had enough money to repair it and offered her ass to me. I was furious that I only get to fuck her once for that laptop but I had an idea. I made her heroine of my upcoming game to fuck her everyday. It's been 2 months and I'm still fucking her deliberately not recording our scenes many times. She is getting what I have been upto so I better show her some work.,私の隣人は、私が彼女に貸していた私のラップトップにコーヒーをこぼして台無しにしました。彼女は修理するお金がないと言いました。とても高価だったので私は彼女に腹を立てました。彼女はそれと引き換えに自分のお尻を一日差し出しました。でも私は彼女をだまして、ビデオゲームのアニメーションを作るという口実でいつでも好きなだけセックスさせてくれました。1か月が経ちましたが、彼女は私がセックスのためだけにこれをしているのではないかと疑っていると思います。私はカメラを接続し、私たちがセックスしている様子を彼女のモーションキャプチャで映しました。今では彼女は確信しており、もう心配していません。
videothumb1,Ms. Ruth is kicked out of Bailey's Adventure...,Ms. Hirakawa Reiko is kicked for not having sex on screen...,「平川さん」がベイリーの冒険から追い出されました...
videothumb2,Big Red Riding is the best movie till date...,Watch man-wolf fuck a cute girl...,これは今までで最高の映画だ...
videothumb3,This PIC clone is terrible that we thought...,Sorry... you have wait until CB remake is done before you....,このゲームは思ったよりひどいです...
videothumb4,How to cure Stella (Hailey's Adventure 2 Gameplay),Hailey's Adventure 2 gonna be my best project...,「ステラ」を助けて…
videothumb5,College Brawl - Remake is here!,College Brawl - Remake is here! After one of the current...,CollegeBrawl-リメイク版が登場...
videothumb6,Encountered a dangerous ghost during investigation..,Fuck! Ghost destroyed my robot...,危険な幽霊に遭遇しました...
videothumb7,This happens to you if you consume Hailey's Burgers...,Use this honey as fertilizer and change your fruits.,ひまわりのハンバーガーを食べるとこうなる！
videothumb8,'Spy XXX’ Season 2 Trailer!,Spy Fucks Monster Season 2 Trailer!,スパイ X シーズン 2 トレーラー...
videothumb9,Girlfriend takes revenge on cheating boyfriend by...,Chick got railed during a party...,女の子が彼氏の浮気に復讐する...
videothumb10,Doing my first time with someone special...,Fuckng my bestie's little brother...,私の親友の弟が私を犯しています...
videothumb11,How to unlock secret animation in Poker game...,Shizuka has another animation in Poker game...,ポーカーゲームしずかさんの秘密のアニメーション...
videothumb12,50 Anal Sex Positions sequel is coming soon...,I fucked a hot MILF's ass for 50 days...,50のアナルセックスポーズの続編が登場...
videothumb13,Beat Rose easily by clicking the card...,Click her cards 5 times to see...,カードをクリックするとカードが表示されます...
videothumb14,Getting some coding knowledge inside me...,I love it when it’s plugged in my butt.,コーディングの知識を得る...
videothumb15,My neighbour is a caring women. She lets...,My neighbour wants her ass pounded by me...,私の隣人は思いやりのある女性です。 彼女..
videothumb16,Ruth six hour ass pounding (Full Video),Reiko fucked in the past for six hours before Hiwawari...,れいこ6時間のアナルセックス動画。
videothumb17,Dear Game Devs! Stop with the fucking remakes...,Survive! - Origins reveal trailer!,もうリメイクはやめてください…
videothumb18,Kara Loft Adventure (Colored) now available...,Kara Loft Adventure (Colored) now available...,カラ ロフト アバンチュール カラード...
videothumb19,Nut in Ghost - Gameplay (How to play),Step-ghost stuck in TV...,ゴーストゲームプレイでザーメン...
videothumb20,Earn money by selling cum...,Using my boss to sell his cum on Cum Deposit...,精液を売ってお金を稼ぐ...
videothumb21,Meow Force – Tigera cosplay,XXXL and XL size Tigera cosplay...,ニャーフォースティグラのコスプレ。
videothumb22,National Champion destroyed by amateur college girl...,Tatsuka is not the best tennis player in the country...,全国チャンピオンが女子大生に破壊された...
videothumb23,Enjoying my coffee creamy as it should be...,Enjoying my coffee filled with cum...,クリーミーなコーヒーの作り方…
videothumb24,This happens if you decided to save Marina...,Reusing a painting as a video thumbnail...,これがマリーナを救う方法です。
videothumb25,My sister's hot boyfriend fucking my mother...,We are getting a new sibling soon...,妹の彼氏が私たちの母親とセックスしている...
videothumb26,College students having sex in train...,Two girls sharing a cock on train...,電車内でセックスする大学生たち...
videothumb27,Parasite in Town - Episode 1 is surprisingly great...,I'm still deciding if I should make zombie game or...,『パラサイト・イン・タウン』第1話最高です！
videothumb28,Banishing a demon out of my assistant...,Fucking the demon out of my assistant...,助手から悪魔を追い出す...
videothumb29,Leaked sex scene from Parasite in Town...,If I make Zombie game there will be a expansion pack...,『パラサイト・イン・タウン』の流出シーン。
videothumb30,Can anyone tell me name of these girls...,Even though they are rejected by fans they are my fav...,この女の子たちの名前は何ですか?
videothumb31,Cook delicious food for your loved ones..,Cook delicious food for your loved ones..,大切な人に美味しい料理を作って…
videothumb32,My friend Timmy trying to arouse me...,My friend Tatsumi trying to arouse me...,私の友人のたつみが私を興奮させようとしています。
videothumb33,I finally finished my first movie...,Watch my Mom's ass getting fucked for 50 days...,やっと初めての映画が完成しました…
videothumb34,Judith ass scene 1 hour loop...,I railed that ass for 50 days straight...,じゅりりのお尻1時間ループ…
videothumb35,I wish I was there to lick that ice cream off her boobs...,You are gonna see a lot of her scene in this game...,彼女のおっぱいについたアイスクリームをなめたい。
videothumb36,Sacrificed my favourite dress for movie...,Mom’s back is covered in cum after an ass pounding...,映画のために私のお気に入りのドレスを犠牲にした。
videothumb37,Horny neighbour gets her ass drilled in an alley...,Some bastard is fucking my Junsa's ass...,路地でお尻を掘られるふしだらな隣人...
videothumb38,It's me playing role of that girl...,My Mom nailed the role of receptionist...,その役割を担っているのは私です...
videothumb39,What movie is this?,I still can't stop laughing how stupid my ideas can be...,これは何の映画ですか？
videothumb40,I was on second episode of Butt Sex Poker...,I forced Mom to lose on purpose...,の第2話に出演していました...
videothumb41,Kara Loft goblin gangbang scene...,Kara Loft takes on all goblins at once...,カラロフトのゴブリンシーン。
videothumb42,Teacher take advantage of helpless student...,Student and Teacher fucking in classroom...,無力な生徒を利用する教師…
videothumb43,Finally found the hot MILF in my area who wants my...,She will appear in 30DM and TMLR game...,ついに近所でホットな熟女を見つけました...
videothumb44,Working hard on our game...,30DM or MZG game may come first before TMLR...,新作ゲーム頑張ってます…
videothumb45,Starring in another hit movie!,I was planning to make it a channel but too many anim...,別の映画にも出演中…
videothumb46,Boy tries to fuck zombie but turns into one...,Little point and click game working on with someone...,少年はゾンビ少女とセックスしようとするが…
videothumb47,Don't fuck with my boyfriend. Only I'm allowed to do that...,"Sorry, I may make Ken's story before Anko's....",私の彼氏とセックスしないでください...
videothumb48,This chick is over 40 years but still looks young...,I just realized she is the latest character and still...,この40歳の女性はまだ若く見えます。
videothumb49,Evergreen wins after this duo returns after...,Girl pretends to be a boy and gets friend zoned until...,決勝戦は常緑大学が優勝…
videochannel1,Hailey's Film Productions,Hailey's Film Productions,ひまわりの映画プロダクション
videochannel2,MovieReviews,MovieReviews,映画のレビュー
videochannel3,Game Updates,LAG Studios,ゲームのアップデート
videochannel4,VTGaming,LAG Studios,VTゲーミング
videochannel5,LAG Studios,LAG Studios,LAGスタジオ
videochannel6,GhostKeeper,GhostHunterTatsuka,幽霊の番人
videochannel7,Clickbait Title Channel,Cherry’s Farm Tips,クリックベイトチャンネル
videochannel8,Hailey's Film Productions,Hailey's Film Productions,ひまわりの映画プロダクション
videochannel9,CarelessEmily,CarelessEmiri,うっかりえみり
videochannel10,RealRuthHillford,RealReikoHirakawa,平川れいこ
videochannel11,MakeLoveGames,MasuoN,ラブメーカーゲーム
videochannel12,Ruth&Mac Studios,MasuoN,れいことますおスタジオ
videochannel13,GameXpert,GameXpert,ゲームエキスパート
videochannel14,LunaTheHunter,TsukikoTheHunter,つきこザ・ハンター
videochannel15,MakeLoveGames,MasuoN,ラブメーカーゲーム
videochannel16,regularvideomaker,regularvideomaker,普通のビデオメーカー
videochannel17,GameXpert,GameXpert,ゲームエキスパート
videochannel18,MovieNews,MovieNews,映画ニュース
videochannel19,LunaTheHunter,TsukikoTheHunter,つきこザ・ハンター
videochannel20,LunaTheHunter,TsukikoTheHunter,つきこザ・ハンター
videochannel21,MangaMania,MangaMania,マンガマニア
videochannel22,SunflowerCityNEWS,SunflowerCityNEWS,ひまわり市ニュース
videochannel23,LunaTheHunter,TsukikoTheHunter,つきこザ・ハンター
videochannel24,VTGaming,LAG Studios,VTゲーミング
videochannel25,ButtSlutMariam,BloodyMariamGhost,お尻のふしだらな女ももえ
videochannel26,VideoTubeUser1,VideoTubeUser1,VTユーザー1
videochannel27,FollowUp News,LAG Studios,続報
videochannel28,MakeLoveGames,MasuoN,ラブメーカーゲーム
videochannel29,FollowUp News,LAG Studios,続報
videochannel30,alwayshorny,LAG Studios,いつも興奮している
videochannel31,RealRuthHillford,RealReikoHirakawa,平川れいこ
videochannel32,MakeLoveGames,MasuoN,ラブメーカーゲーム
videochannel33,CuteElf,RyokoNomura,かわいいエルフ
videochannel34,MakeLoveGames,MasuoN,ラブメーカーゲーム
videochannel35,HornyMan,LAG Studios,興奮した男
videochannel36,CuteElf,RyokoNomura,かわいいエルフ
videochannel37,UglyBastardNeighbour,UglyBastardNeighbour,醜い野郎の隣人
videochannel38,CuteElf,RyokoNomura,かわいいエルフ
videochannel39,curioushorny,LAG Studios,好奇心旺盛
videochannel40,CuteElf,RyokoNomura,かわいいエルフ
videochannel41,MovieClips,MovieClips,ムービークリップ
videochannel42,YoshiMee,Olivi-A,吉見
videochannel43,MilfHunter,LAG Studios,熟女愛好家
videochannel44,MakeLoveGames,LAG Studios,ラブメーカーゲーム
videochannel45,RealRuthHillford,LAG Studios,平川れいこ
videochannel46,MovieRecaps,LAG Studios,映画の要約
videochannel47,FollowUp News,LAG Studios,続報
videochannel48,FunFacts,FunFacts,楽しい事実
videochannel49,FollowUp News,FollowUp News,続報
tabname1,VideoTube,VideoTubeXXX,ビデオチューブ
tabname2,Tess's Ghostpedia,Tatsuka's Ghostpe...,Tatsuka's Ghostpe...
appname1,Ghost Data,Ghost Caught,
appname2,Sex Video Maker,Sex Video Maker,ビデオメーカー
companyrutmname,Ruth-Mac Studios,ReiMasu Studios,れいことますおスタジオ
loadinreso,Loading Resources...,Accessing Memories...,リソースを読み込み中...
catghost,Ghosts,Ghosts,幽霊
catrecruit,Recruits,Recruits,新兵
catnpc,NPC,NPC,NPC
nextbutton,Next,Next,次
prevbutton,Previous,Previous,前
ghostname1,1. Powerghost,1. Poltergeist,1.パワーゴースト
ghostname2,2. Kupper,2. Kappa,2.クッパー
ghostname3,3. Shy,3. Shade,3.シェード
ghostname4,4. Countlanak,4. Kuntilanak,4.カウントラナック
ghostname5,5. Bloody Mariam,5. Bloody Mariam,5.ブラッディももえ
ghostname6,6. Bansheep,6. Banshee,6.バンシープ
ghostname7,7. Weseen,7. Gwisin,7.ヴェーゼーン
ghostname8,8. Tall Lady,8. Hachishaku-sama,8.背の高い女性
ghostname9,9. Willy Wisp,9. Onibi,9.鬼火
ghostname10,10. Conjurer,10. Conjurer,10.セクシーメイジ
ghostname11,11. You-Rei?,11. Yurei,11.ユーレイ?
ghostname12,12. Thunder Girl,12. Rai-onna,12.雷少女
ghostname13,13. Suck-ass-bee,13. Succubi,13.夢魔
ghostpos11,Cowgirl Fly,Cowgirl Fly,騎乗位
ghostpos12,Prone Anal,Prone Anal,飛行
ghostpos21,Thighjob,Thighjob,太ももコキ
ghostpos22,Standing,Standing,正面
ghostpos23,Triangle,Triangle,三角形
ghostpos31,Stand Handjob,Stand Handjob,手コキ
ghostpos32,Doggy Anal,Doggy Anal,小犬スタイル
ghostpos33,Doggystyle,Doggystyle,小犬スタイル
ghostpos41,Stand Cowgirl,Stand Cowgirl,騎乗位
ghostpos42,Doggystyle,Doggystyle,小犬スタイル
ghostpos51,Stand Anal,Stand Anal,アナル
ghostpos52,Stand Doggy,Stand Doggy,後ろに立つ
ghostpos61,Cowgirl,Cowgirl,騎乗位
ghostpos62,Blowjob,Blowjob,フェラ
ghostpos63,Doggystyle,Doggystyle,小犬スタイル
ghostpos71,Stand Boobjob,Stand Boobjob,おっぱいコキ
ghostpos72,Front Kneel,Front Kneel,前に座る
ghostpos81,Stand Handjob,Stand Handjob,手コキ
ghostpos82,Doggy Anal,Doggy Anal,小犬スタイル
ghostpos83,R Cowgirl Anal,R Cowgirl Anal,逆CG
ghostpos91,69,69,69
ghostpos92,Stand Doggy,Stand Doggy,後ろに立つ
