ID,English,Others,Japanese
bartdiary1,"My sweet Judy was on beach today with her family. Her daughter was helping her with UV lotion but someone called her and she left squirting some on her smooth butt. I was about to help her but her husband intervene applying the lotion on her.                                        I heard moaning sound from an alley near my house. Upon looking for the source, I saw Judy getting her ass pounded by that poker game asshole. I wanted to kill that bastard for using my Judy like that. Ohhh. she graceful moans are so arousing, it makes me wanna be at that boy's place right now. She seem to enjoy it a lot.                                                                                             The fuck! That bastard left this picture of him fucking Judy's pussy. I was so furious that I was gonna show this picture to her husband but it may make him move away taking my Judy with him. It hurts me a lot but I can't throw this picture away. I could use this picture to get a sex doll similar to her to pleasure me until I get her in my bed. For that boy, I think he has slept with her enough. I can't let her to fall in love with him. I must find a way to get rid of him.","My sweet Junsa was at beach with her family. For a moment I though she was covered in cum  but her daughter was applying anti UV cream on her. When she left I wanted to help her to apply it but her husband intervene.                                                                                    One day, I heard moaning sound coming from an alley near my house. After looking into it, I was Junsa getting her ass fucked. I thought he was assaulting her until listening to her asking to fuck her harder. I wanted to kill that bastard for fucking my Junsa. Ohh.... how graceful she moans. It aroused me made me wish to be in that boy's place.                                                                                        Motherfucker! I didn't planted spy camera's to see poker game bastard fucking my Junsa. Her husband is at his work. I wanted to call him and told him about what's going on but that would make him take away my Junsa from me. With heavy heart I have to watch my Junsa getting pounded by him. I must find a way to get rid of him or she will fall in love with him.",私の可愛いじゅんさは家族と一緒にビーチにいました。 彼女の娘は体に UV ローションを塗っていました。何らかの理由で娘は立ち去ったので、私は彼女を助けるのに最適な時期だと思いました。しかし夫が介入して彼女のふにゃふにゃなお尻にローションを塗りました。                                                      家の近くの路地から甘いうめき声が聞こえました。音源を探してみると、私のじゅんさがあのポーカーゲームのクソ野郎にケツを犯されているのが見えました。容赦なく私のじゅんさのケツを犯した野郎を殺したかったのです。彼女が彼にもっと激しくセックスしてほしいと頼んでいるのを聞いたのですが、彼女はこの男の子を愛していますか？                                                       なんと！彼は彼女を性交するために彼女の家にまで侵入したのです。私はとても激怒したので、この写真を彼女の夫に見せたかったのですが...そんなことをしたら彼は彼女を連れ去ってしまうでしょう。私はそのためにアイデアを思いつきました。それを使って彼女を脅迫しようとしましたが、 彼女は気にしていないようです。あの少年は十分に彼女を犯したと思います。彼は今すぐ止めなければなりません。
bartdiary2,Hey old man!                                                                          Do you remember Judy didn't come to your group outing. It was because of me. I made my associate to fuck her all day. I made her quit your manga club telling her about your plan to make her your group's cock sleeve. Stay away from her or Mrs. Todd knows about your secret storage unit.,"Hey old geezer,                                                       As you can see I fucked Junsa in the past. Now don't ask me how but I was the reason she didn't end up becoming your club's cock sleeve. You better stay away from her or your wife knows about your storage unit.",おい、この野郎！                                              先週「ジュディ」があなたの家に来なかったことを覚えてる？彼女があなたの家に来ないように、私は彼女を一日中犯したんだ。私は彼女にあなたの本当の意図を話して、彼女をコミッククラブから辞めさせました。今すぐ彼女に近づかないでください、またはあなたの妻があなたのストレージユニットについて知っているのです。
notetoru1,"Father,                                                                                      I hid the sex doll looking like Mrs. Shepherd in this storage unit. When I opened the shutter your horny friend was inside pleasuring himself to Mrs. Shepherd's photos. I changed the combinations and write it down on a paper. Unfortunately, I have misplaced it somewhere. I am looking for it everywhere. If you read this letter please join me in the search. Don't be mad at me or I'm telling mother about this unit.","Father,                                                                               I have changed combination of the storage unit as your friend tried to steal Mrs. Sato’s cloths you bought from that game show. I have written on a note in case I forget the code. But I seem to have misplaced it somewhere. Don't be mad with me or I'm telling mom about this. I lost in a alley for sure.",お父さん、                        私はあなたが買った人形を倉庫に保管していました。あなたのエッチな友達がそれを覗き見していたので、コードを変更しましたが....残念ながら、新しいコードを書いた紙が紛失してしまいました。もしこのメモを読んでいたら、見つけるのを手伝ってください。 
raiseharage2,25,25,250
raiseharq1,Mommy milkers,Mommy milkers,お姉ちゃん
raiseharq2,Please make babies,Please make babies,私と子供を作る
raiseharq3,Cream-pie lover,Cream-pie lover,中出し愛好家
raisecurrenthar,8 cumshots,8 cumshots,8回の射精
raisewanthar,20+ cumshots,20+ cumshots,+20 射精
raiseactualhar,Keep making love with me,Keep making love with me,私と愛し続けてください
raiseharstatus2,Mac's personal gloryhole,Masuo's personal onahole,ますおの個人用オナホール
raiseharlove,Harleen The Lovedoll,Hinata The Sexdoll,ラブドールひなた
floor1,1st Floor,1st Floor,1階
floor2,2nd Floor,2nd Floor,2階
tabapp1,Chats,Chats,メッセージ
tabapp2,Cum Deposit,Cum Deposit,兼預金
tabapp3,Ghost Fucker,Ghost Fucker,ゴーストカマーズ
tabapp4,Photos,Photos,写真
tabapp5,Butt Sex Janken,Anal Sex Janken,じゃんけん
tabletcont1,My Love,My Ass Stick,私の愛
tabletcont2,Harleen Fisher,Cheating Slut,冬月ひなた
tabletcont3,Big sister,Horny Sister,お姉ちゃん
tabletcont4,Ruth Hillford,Wierd Girl,平川れいこ
tabletcont5,Anya Sawyer,Best Girl,佐藤あんこ
tabletcont6,Harold,Best Boy,早乙女はじめ
tabletcont7,Rebecca Spencer,BestGhostHunter,白金るみあ
tabletcont8,Mac,My Pussy Stick,川村ますお
tabletcont9,Jack Hillford,CB Boss,平川ジャック
tabletcont10,A. Shepherd,Horny Lady,志々目じゅんさ
tablecontwendy1,My Husband,My Husband,私の夫
tablecontwendy2,Game Parlour,Random Lady,ゲームパーラー
tablecontwendy3,Melanie Auntie,30 Day Maid Heroine,山田おばさん
tablecontwendy4,Rose,Poker Master,あかはな
tablecontwendy5,Tom,Takeshi,高橋さん
tabletback,Back,Back,戻る
tablettype,type something...,type something...,何かを入力...
tabsender11,Ted honey! I wanna do K.T.E. right now.,"Taichi, fuck my ass right now.",たいちくんハニー！ すぐにKTEをやりましょう。
tabsender12,"Do you best sweetie, :3.","Do you best sweetie, :3.",頑張ってね、可愛い子！<3
tabsender13,"Ted, I think I heard ghastly voice from inside the truck. I'm scared!",I'm bored inside the truck.,トラックの中で何か聞こえました。
tabsender14,I caught a new ghost today. We can use it in our project.,Good I can use this ghost in my project.,今日は新しい幽霊を捕まえました。プロジェクトで使用できます。
tabsender15,I never expected there would be these many ghosts it the world.,There are total 20 ghost you can fuck.,世界にこれほど多くの幽霊が存在するとは思ってもいませんでした。
tabsender21,"Hey, Harleen. What are you two doing?","Hey, Hinata. What are you two doing?",こんにちは、冬月さん！何をしているのですか？
tabsender22,You are with Mac again? What if your husband finds out?,Masuo is fucking you right now? I hope you husband finds out about you.,なぜあなたの夫はあなたとますおの関係を決して知らないのですか？
tabsender23,Wanna hangout tomorrow?,Wanna take break from sex and hang out tomorrow?,明日は楽しみましょう。
tabsender24,You haven't sent me any pictures yet.,You haven't sent me any pictures yet.,あなたはまだ私に写真を送っていません。
tabsender25,Lucky you! I wish I was fucked all day like you.,Lucky you! I wish I was fucked all day like you.,私もあなたのように彼氏に犯されたらよかったのに。
tabsender31,"Sis, return Mac’s stolen software. It is missing since you met him on the beach.","Sis, you stole Masuo's software while getting banged by him at beach? I want it.",お姉さん、ますおのソフトウェアを盗んだんですか？
tabsender32,"Hey, one of your boyfriend is messaging me from past 2 days.","Hey, one of your boyfriend messaged me he wanna shower me with his cum.",あなたのボーイフレンドの一人が過去 2 日間私にメッセージを送っています。
tabsender33,Congratulations sis! Let's celebrate your victory.,Someone finally winning after so many years.,おめでとう、お姉ちゃん！勝利を祝いましょう。
tabsender34,"Sis, Ted is really sweet guy! He loves me so much.",Taichi only fucks my ass. What should I do to make him fuck my pussy?,お姉さん、何をしているのですか？あなたが彼の家にメモを貼っているのを見ました。
tabsender35,Did you try to seduce Anya's boyfriend? She is pissed at you.,Why are you trying to fuck Anko's boyfriend? She will kill you if she finds out.,あんこのボーイフレンドを誘惑しようとしたのですか？彼女はあなたに腹を立てています。
tabsender41,"Ruth, you look absolutely stunning in 'Golder Ring'.","Reiko, your butt hole is sore like a ring.",れいこあなたは「ゴールデンリング」でとても美しく見えます！
tabsender42,Your movie Big Riding Hood was amazing! What are you working on next?,Finally showing your horny side in Big Cock Riding Hood.,あなたの最後の映画は素晴らしかったです!次は何に取り組んでいますか?
tabsender43,Why you left Bailey's Adventure? You were quite popular with that role.,If you did sex scene in Bailey's Adventure they wouldn't kick you out of the show.,なぜ彼らがあなたをベイリーの冒険から追い出したのか分かりません。
tabsender44,I found your some of your spicy picture in my tablet.,I have seen some images in your tab. You and your mother used to force Masuo to fuck you for money.,ますおくんとたくさんエッチなことをしていますね。
tabsender45,Let's meet at 'Eat My Bun' someday. Like old times.,Let's meet at 'Eat My Bun' someday. Like old times.,昔のように会いましょう。
tabsender41a,I was busy buying some stuff. Why do you have to act crazy at night?,"No, my ass is not as big as yours right now.",忙しかった。なぜ夜に狂った行動をするのですか？
tabsender42a,"Please, can we talk tomorrow when you are not acting weird?",I did it on purpose so Masuo would get angry and fuck me.,明日の日中に話しましょう。
tabsender43a,It's not. I don't always sell it on Cum App.,"Yeah, I'm not wealthy like you so have to make money some how.",そうではありません。いつも兼アプリで販売しているわけではありません。
tabsender44a,Harleen also uses my account. She and Masuo have sex all day so it could because of that.,Unlike you I can milk anyone dry for hours. I have shared my account with Harleen too.,冬月さんはそれをします。彼女はますおくんに一日中犯され、アプリで精液を販売します。
tabsender45a,"No! Last time, you hit my face so hard and broke my glasses.",No! You shoved the stick far up my ass last time. You don't have any clue how difficult choice it was for me.,いいえ、この前、あなたが私の眼鏡を壊しました。
tabsender51,"Anya, what's up!","Anko, what’s up!",あんこちゃん、今何してるの？
tabsender52,Anya I saw in an alley way today. Your cloths were all torn and dirty.,Anko I saw in an alley way today. Your cloths were all torn and dirty.,今日路地であなたを見かけましたが、そこで何をしていたのですか？
tabsender53,Do you still rub your ass on your boyfriend dick?,Do you still rub your ass on your boyfriend dick?,もうセックスの仕方を学びましたか？
tabsender54,I caught a ghost today. Wanna see a photo?,I caught a ghost today. Wanna see a photo?,今日は幽霊を捕まえました。彼女の写真を見たいですか?
tabsender55,"Hey, can you arrange few tickets for next week game?","Hey, can you arrange few tickets for next week game?",次の試合のチケットを何枚か手配してもらえますか？
tabsender61,I saw your collection of Anya’s photos today. Didn't know you loved her for so long.,I saw your collection of Anko’s photos today. Didn't know you loved her for so long.,あんこちゃんの写真集拝見しました。
tabsender62,I can't believe you are same skinny kid Anya used to bully a lot.,I can't believe you are same skinny kid Anko used to bully a lot.,あなたがあんこちゃんにいじめられていた同じ痩せた子供だなんて信じられません。
tabsender63,It is still funny to remember you lost because Kevin threw Anya's panties at you.,It is still funny to remember you lost because Ken threw Anko's panties at you.,けんたくんがあんこちゃんのパンツを投げつけてあなたを倒したのは面白いですね。
tabsender64,What's up!,What's up!,何してるの？
tabsender65,Do you still hid in girl locker room to peep?,Do you still hid in girl locker room to peep?,あなたは今でも女子更衣室を覗いていますか？
tabsender71,You said something about the Tall Lady ghost.,There is a secret animations with Tall Lady!,背の高い女性について何か言いましたか？
tabsender72,I saw a strange thing. One ghost slowed down when it was near Ted.,I heard you are getting your game even though you are the newest character.,幽霊はたいちくんの近くに来ると速度を落とした。
tabsender73,Which is the fastest ghost?,Two Kuppers on rainy night?,どの幽霊が一番速いですか？
tabsender74,Are you related to Jennifer in anyway? You two look a like.,Are you Juko's daughter?,あなたは北本さんと親戚ですか？髪の色以外は彼女によく似ていますね。
tabsender75,Why this Kupper is different than last one?,I'm gonna be so mad if fan like your character more.,なぜこのクッパーは前回のものと違うのでしょうか？
tabsender81,"Mac, I’ve got an idea for a new ghost.","Masuo, are we gonna make new ghosts?",ますおくん、幽霊のアイデアがある。
tabsender82,Mac. Your teacher was trying to contact you. She said it’s important.,"Masuo, some girl named Junsa was trying to reach you. Do you want me to send her to you?",先生があなたに連絡しようとしました。彼女はそれが重要だと言いました。
tabsender83,We could use more help from that delivery girl. She has done excellent work as a model.,Mac. Your teacher was trying to contact you. She will punish you tonight.,あの配達員の女性にもっと助けてもらわなければなりません。
tabsender84,Sorry for ruining that uniform. So when are we recording next scenes?,I’m sorry but uniform was too tight around my butt.,服を台無しにしてごめんなさい。
tabsender85,Please don’t give my role to Harleen. I promise I will not touch anything without permission.,You bastard. You finally made Hinata's husband leave her. Now you two can bang all day without any worries.,私の役割を冬月さんに渡さないでください。
tabsender85a,"Mac, I'm at home. Do you wanna work on new animations?","Mac, I’m at home. Come visit me. You can do it raw.",ますおくん、ただいま。新しいアニメの仕事をしませんか？
tabsender85b,Mac I'm at home. I will be in my room if you want me.,"Mac, I’m at home all alone. My pussy is so wet.",ますおくん、この仕事が終わったら部屋にいます。
tabsender91,Now you find me sexy like everyone else. Get lost!,You are disposable side character. If you were main character I would think about it.,今、あなたは私をセクシーだと思います。迷子になってください！
tabsender92,Quit lying! I saw she beat your ass so your sister Marissa had to call her boyfriend.,You must have hit your head really hard. It was her boyfriend to fucked her that day.,嘘はやめなさい！アンコはあなたを完全に打ちのめしました。
tabsender93,"What video? Oh my God, he uploaded that to VideoTube. He is so mean.","What video? Oh my God, he uploaded that to VideoTube. He is so mean.",何のビデオですか?なんと...彼はそれを VideoTube にアップロードしました!
tabsender94,No thanks! I'm happy with my current team.,No thanks! I'm happy with my current team.,いいえ、ありがとう!私は現在のチームに満足しています。
tabsender95,Leave him and be with a horny dog like you. No way!,Leave him and be with a horny dog like you. No way!,だめよ、私はあなたのような好色な男とは何の関係もありません。
tabrecv101,"Mac, it's Judy. My family is out for a couple of days. I have made an excuse to stay here. Why don't you come to my place for tonight. We will fuck all night. If you are able to destroy my ass I will even let you fuck my pussy. I'll be waiting.","Masuo, it's Junsa. My family is out for a couple of days. I have made an excuse to stay here. Why don't you come to my place for tonight. We will fuck all night. If you are able to destroy my ass I will even let you fuck my pussy. I'll be waiting.",ますおくん、じゅんさです。私の家族は数週間休暇を取っているのですが、家に来ませんか?私のマンコを生で犯して中に中出ししてもいいよ。
tabrecv102,It's me Judy. I'm using my daughters old device. My husband checks my messages. Our neighbour may have told him about our special class. Meet me in the alley where you fucked me for the first time.,It's me Junsa. I'm using my daughters old device. My horny neighbour is jealous of you and may told my husband about our special class. Meet me in the alley where you first pounded my ass.,じゅんさです。私の醜いろくでなしの隣人が夫に私たちのことを話しました。だから私は娘の古い電話を使ってあなたに連絡しています。この番号にのみメッセージを送ってください。
tabrecv103,"Mac, It's Judy. It's been a month since you are not attending lecture. I managed to convince Mrs. Applegate not to expel you. Meet me at my house. We will study while having sex.","Mac, It's Judy. It's been a month since you are not attending lecture. I managed to convince Ringo not to expel you. She has seen us having sex many times so she wants you to fuck her like the way you fuck me.",ますおくん、じゅんさです。特別講義のために私の家に来てください。大学内でそれを行うのはもう安全ではありません。校長が私たちの事件を察知したようです。
tabrecv104,"Mac, honey. You are left behind in all subjects because of your absence. Come to my house. We will study and fuck day and night. You will catch up in a week.","Mac, honey. You are left behind in all subjects because of your absence. Come to my house. We will study and fuck day and night. Mostly fuck obviously. I have popped up a pill and ready to be rocked.",ますおくん、私のあずさと一緒に過ごすだけじゃないよ。いつか私に会いに来てね。オリジナルは常にコピーよりも優れていることを覚えておいてください。
tabrecv105,I heard you are making a new movie. Is there any chance for me to work in it? Just asking. You know... I can do additional roles like our last movie for free. I will even give you good grades.,I have heard you are making a movie called 'Last Man on Earth'. You cast every girl you know. How can you forget about me? Am I not special? Or need your need for me ended after we went on that adventure.,別の映画に私をキャスティングしていると聞いて興奮しています。この映画もヒットすることを願っています。がんばります。
tabrecv91,"Luna, you are so sexy. Come to my mansion we I will rail you all night.","Tsukiko, you are so sexy. Come to my mansion we I will rail you all night.",つきこが私の邸宅に来ます。一晩中セックスします。
tabrecv92,Remember how I fucked Anya few years ago. You can have same pleasure with me.,Remember how I fucked Anko few years ago. You can have same pleasure with me.,あんこは私のペニスが大好きです。あなたもそうすることを約束します。
tabrecv93,Just saw your video on VideoTube. You take it like a pro. I wish I could fuck you like that.,Just saw your video on VideoTube. You take it like a pro. I wish I could fuck you like that.,VideoTubeであなたのビデオを見ました。あなたはどんなペニスでもプロのように受け止めます。
tabrecv94,Luna why don't you become my girlfriend? You will have your own development team.,Tsukiko why don't you become my girlfriend? You will have your own development team.,もし君が私のガールフレンドになってくれたら、もっと大きなチームを作ってあげるよ。
tabrecv95,That loser Ted have fucked more ghost pussy than yours. Dump him and be with me.,That loser Taichi have fucked more ghost pussy than yours. Dump him and be with me.,たいちはその幽霊のマンコがもっと好きです。彼を捨てて私と一緒にいて。
tabrecv11,Sure! Give me second.,"Yeah, wait a minute.",たいちはその幽霊のマンコがもっと好きです。彼を捨てて私と一緒にいて。
tabrecv12,Of course! I will.,Of course! I will.,もちろん ちょっと待って。
tabrecv13,What? You must be imagining things. Our truck is protected from evil spirits.,Play a game on your tablet then.,いいえ、私たちのトラックは危険から遠く離れています。
tabrecv14,Huh! When? I think you messaged wrong person.,I can do the testing if you want.,このメッセージはあなたの上司に宛てたものだと思います。
tabrecv15,"Yeah, I never seen and actual ghost until I decided to look for it.",But I only manage to fuck only 8.,そう、実際に見るまでは自分のことを信じていませんでした。
tabrecv21,Nothing much... Just drawing stuff and getting my ass pounded.,Getting my fucked as usual. Why'd  you ask?,何もありません...ただ絵を描いたり、お尻を犯されたりするだけです。
tabrecv22,He has already left me. Don’t you know it?,You jealous bitch! Don't you dare tell him about this.,彼はすでに私のもとを去りました。
tabrecv23,Sorry! We are going to public bath tomorrow. Would you like to join us?,"Sorry, nothing interests me more than sex.",ごめんなさい、明日銭湯に行くんですけど、来ませんか？
tabrecv24,"I was busy making animations with Mac. Please, wait until tomorrow.","I was busy making animations with Mac. Please, wait until tomorrow.",すみません、アニメーション作成に夢中になって忘れていました。
tabrecv25,Don't be jealous now! Ask your boyfriend to fuck you.,It's not my fault if your lover only fucks your ass.,もう嫉妬しないで、彼氏を利用してますおくんを私に任せてください。
tabrecv31,I know nothing about any software. You are calling your sister a thief.,No! That software is not cheap. LAGS is wondering if I should share this software.,何のソフトウェアですか？私を泥棒と呼んでいますか？
tabrecv32,"Why are telling me that? If you wanna fuck, reply or block him if you are not interested.","Well, block him. I know LAGS have restricted you to Taichi and Masuo.",私の許可を求めているのですか？セックスしたいなら返信するか、彼をブロックしたいなら。
tabrecv33,Sure! Come to Hailey's Burgers tonight.,"Yes, not everyone has plot armor like Anko or Tatsuka.",そうだね！かなちゃんのお店で会いましょう。
tabrecv34,I will trust anyone for you until they pass my test.,I have given you Masuo's number right. Is he not fucking you anymore?,彼が私のテストに合格するまでは彼を信用しません。
tabrecv35,I must fuck a handsome guy I see. Even if it kills me.,I must fuck a handsome guy I see. Even if it kills me.,たとえ死んでもイケメンに犯されなければなりません。
tabrecv41,Aww.... Thank you for the compliment.,"Yeah, been getting fucked in ass too much lately. Turns out I will be character in HTA 2.",ああ...お褒めの言葉ありがとうございます。
tabrecv42,It’s a secret. You will find out when it’s released.,"Yeah. Even though I look like this, I don't like to get gangbanged by multiple cocks like you.",唯一の男がすべての女性を繁殖させる映画。
tabrecv43,"Masuo offered me lead role in his movie 'I'll Fuck You in the Past'. Besides, they were already replacing me.",I only have my eye one guy and they were not casting him as my sickdick.,実際のセックスシーンの準備ができていなかったので、彼らは私を追い出しました。
tabrecv44,What? Why did he give you that tablet? I didn't delete anything thinking he will keep to himself.,Mother did. I loved him since we were kids.,あら、あら、彼はあなたに渡す前に何も消さなかったのですか？
tabrecv45,That sound great! Do they still sell choco-honey bun?,That sound great! Do they still sell choco-honey bun?,あのパン屋はまだやってますか？
tabrecv41a,Hey! You are not responding to any of my calls. Are you busy getting multiple cocks in your ass?,Hey! You are not responding to any of my calls. Are you busy getting multiple cocks in your ass?,おい！なんで反応しないの？複数のチンポで忙しいの？
tabrecv42a,Stop getting your ass pounded for a while. You outifts will be so tight around the butt.,Stop getting your ass pounded for a while. You outifts will be so tight around the butt.,お尻を犯されるのはやめてください。お尻の周りの服がきつくなります。
tabrecv43a,I heard you use 'Cum App'. No wonder you always have your holes overflowing with cum.,I heard you use 'Cum App'. No wonder you always have your holes overflowing with cum.,あなたの穴は常に精液で溢れています。
tabrecv44a,Look you are ranked number on Cum App. How did you collected this much cum from two guys?,Look you are ranked number on Cum App. How did you collected this much cum from two guys?,射精アプリで1位にランクインしました。たった2人の男にどれだけヤられますか？
tabrecv45a,"Hey, let's get few rounds of kendo. You'd be a great sparring partner.","Hey, let's get few rounds of kendo. You'd be a great sparring partner.",私の家に来てください。剣道の練習をしたいのです。
tabrecv51,What? It's 2AM Luna. I have a baseball practice tomorrow.,It's 2AM Tsukiko. I have a baseball practice tomorrow.,午前2時ですつきこちゃん、寝たいです。
tabrecv52,What are you talking about? I was at a game today.,"Oh, you must have seen my identical twin.",何と、私は数日前まで国外にいたのです。
tabrecv53,"Shut up, Luna! I thought it's sex. If you were too smart why didn't you tell me before.","Shut up, Tsukiko! I thought it's sex. If you were too smart why didn't you tell me before.",黙ってつきこちゃん！そんなに賢いのなら、なぜ教えてくれなかったの？
tabrecv54,"Damn you! You know how much I'm fear ghosts, right?","Damn you! You know how much I'm fear ghosts, right?",いまいましい！ 幽霊の話を聞いてパンツにおしっこをしたところです。
tabrecv55,Sure! How many do you need?,Sure! How many do you need?,はい、何個必要ですか？
tabrecv61,"Yeah, even I don’t know when my hatred turn into love.","Yeah, I wanted to marry a chick who looks like my grandmother.",そう、憎しみがどのようにして愛に変わったのかは私にも分かりません。
tabrecv62,Ah... yes... Anya....,I loved it when she sits my face.,ああ…そうだ…あんこちゃん…
tabrecv63,I.. was not feeling well that day. That's it!,That bastard has no honour. He exploited my weakness to win that match.,その日は体調が良くなかったので、以上です！
tabrecv64,Hey! Haven't seen you in a while.,Hey! Haven't seen you in a while.,ああ、そうだね、しばらく会ってなかったね。
tabrecv65,You knew very well who lock me there.,You knew that Anko locked me there right?,誰が私をそこに閉じ込めたのか、あなたはよく知っていました。
tabrecv71,She will try to rip off a dick if you lose control. I don't know what causes it.,"Yes! Near candle, lose control that's all the hint I can give.",彼女を性交している間、彼女の中に火のついたロウソクを入れておき、何もしないでみてください。
tabrecv72,Oh! It must be a Willy Wisp.,It's not confirmed. He may scrap the whole idea.,それは炎の幽霊に違いありません。
tabrecv73,It's Willy Wisp. Tall Lady comes second and other are Powerghost and Countlanak.,"Yes, but it's not implemented yet.",背の高い女性と炎の幽霊の間です。
tabrecv74,No we are not related in anyway.,I'm not related to her in any way.,いいえ、私たちは関係ありません。
tabrecv75,Apparently this one loves rainy weather.,"Don't be jealous, Tsukiko.",それは雨天時に起こります。
tabrecv81,"As long as we can program it, it's fine.",No! I think current number is enough.,プログラムできれば大丈夫です。
tabrecv82,"Yeah, she wanted me to focus on my studies. In fact, I’m at her house.",Don't do that! Her daughter lives with me. It will be awkward if she appear naked at my door.,昨日彼女に会ったばかりで、夜は彼女の家で過ごす予定です。
tabrecv83,"Yeah, but I’m using her skills in other games.",Tell her I'll be with her soon. I'm plowing my junior right now.,はい、他のゲームで彼女のスキルを使用しています。
tabrecv84,We can’t shoot further scenes until that uniform gets delivered.,Quit your ass pounding for a while. It will shrink your butt size.,代替品が到着するまでシーンはありません。
tabrecv85,I will not. Don’t worry!,Sure! Then she will be mine forever and I will not need you anymore.,心配しないでください！
tabrecv85a,"Yeah, Harleen needs some rest so you could take her place.","Yeah, I'm not in a mood to get you pregnant so it's alright If I cum inside.",はい、ひなたは休みたいです。それまでセックスさせて。
tabrecv85b,Great! I wanted to fuck you anyway. I will be there soon.,"Yeah, Hinata said she wanna take some rest. Come to your room after catching the ghost.",素晴らしい！もっと激しくセックスしてやるよ。
wendytabsend11,"Be careful out there, honey! I know you are brave, but please...",Do your job Taichi. After that we can fuck.,気をつけてね、ハニー！あなたが勇敢であることは知っていますが、お願いします...
wendytabsend12,"Honey, could we go on a date instead of doing it.","Honey, I miss being a ghost.",代わりにデートしてもいいですか？
wendytabsend13,Booo.....   oooooo......  I'm a naughty ghost. I'm here to suck your cock.,I miss playing getting stuck game.,ケケケケ…私はエッチな幽霊です。あなたのチンポをしゃぶりに来ました。
wendytabrecei11,"Yes, I'm always careful handling ghosts since my first contract.",Don’t have to. Even if I only fuck you I still get 50 coins sometimes.,はい、今はより慎重になっています。
wendytabrecei12,"Sorry, we can't right now but we will go somewhere tomorrow.",Why? I fuck you even if you are not a ghost any more.,ごめんなさい…明日行くと約束します。
wendytabrecei13,"Oh, no! A cute ghost want to suck my cock. My pants are coming off on their own.",I will make a hole in wall just for that.,ああ、くそー、ズボンが勝手に脱げてしまう。
wendytabsend21,"Hey, Brittany! I don't see your shop here any more.",I see you using your employee as a sex toy. You are still naughty.,こんにちは、あなたのショップはもう見当たりません。
wendytabsend22,Do you have any new game? I haven't played one in a while.,I thought I get to see your animation in Sunflower city map.,新しいゲームはありますか？
wendytabsend23,Why did you moved to Sun Flower city?,So you run that shop in Sunflower City street? Never expected you to sell erotic games.,なぜひまわり市に引っ越してきたのですか？
wendytabrecei21,"Yeah, I have closed my shop and running another shop in Sun Flower city.","Yeah, I was bewitch by something and I can't stop now.",ひまわり市に新しいお店ができました。
wendytabrecei22,Umm... I don't think you will like the kind of games I sell now.,LAGS still thinking if he should include me in this game or not.,私が販売するようなゲームはあなたには気に入らないと思います。
wendytabrecei23,A girl gave me 10000 coins for running her shop called 'Erotic World'.,"Yeah, a girl named Ryoko give me so much money to take care of that shop.",そこでお店を経営するために女の子が私に10000コインをくれました。
wendytabsend31,"Aunt Melanie, I heard you are not feeling well. I will come over to your place.","Aunt Momoko, you were panting so much on the call. Are you feeling unwell?",おばちゃん、体調が悪いと聞いたのですが、来てもいいですか？
wendytabsend32,"Aunt Melanie, are you there at the restaurant? I'm hungry.","Hey, aunt... are you at restaurant?",おばちゃん、レストランにいますか？お腹が空いています。
wendytabsend33,Have you met my husband? He is not yet but we are soon going to be married.,Have you met my husband? He is a ghost hunter.,私の夫に会ったことがありますか？まあ、私たちはまだ結婚していませんが...
wendytabrecei31,No! Don't worry! I got someone to here. In fact I'm getting a shot inside me.,No! I'm just getting screwed you idiot. Don't come to my house now.,いいえ、今私を世話してくれる人がいます。
wendytabrecei32,"Sorry, sweetheart, I'm working on something at home. Rose should be there to accompany you.","No, my neighbour is pounding me until evening. Akahana should be there though.",申し訳ありませんが、私は今仕事中です。あかはながあなたに同行するはずです。
wendytabrecei33a,"I'm so happy for you. Hey, I'm free this Sunday. Come to my apartment with him.",Have you met my husband? He is a ghost hunter.,とても嬉しいです。今度の日曜日、私の家に来ませんか?
wendytabrecei33b,Yeah... when I was delivering food for some couple in the asylum.,I know that. He saw me getting my ass fucked for some money.,そう、私が放棄された精神病院で食料を配達していたときのことだ。
wendytabsend41,"Rose, do you wanna come to Kara’s restaurant? It will my treat.","Rose, do you wanna come to Kara’s restaurant? It will my treat.",あかはな、私と一緒にカナちゃんのところに行きませんか？
wendytabsend42,Have you found your sister yet?,Have you found your sister yet?,もう妹を見つけましたか？
wendytabsend43,I’m happy to see you have roof over your head now. I'm eager to play your new game.,Glad to see you will be featuring in another game.,あなたに住む場所があると知ってうれしいです。
wendytabrecei41,Really! I'll come right away.,"Yes, just get the creampie Mr. Masuo promised me.",お金払ってるの？オキドキ！
wendytabrecei42,"No, Mr. Mac said the people who adopted her no longer lives in that address.",No. LAGS have kept it shrouded until a future game.,川村さんさんは、しばらくして家族が彼女を道端に置き去りにしたと語った。
wendytabrecei43,Yes! I worked so hard for it. I get free lunch for every 10 copies of my game sold.,"Yes, I'm the zombie in HTA and now... I finally have my own game.",はい、私は川村さんを助けるために一生懸命働きます。
wendytabsend51,"Hello, uncle. I got married to a coolest guy.","Hello, uncle. I got married to a coolest guy.",おじさん、私は素敵な人と結婚しました。
wendytabsend52,I'm sorry you lost your foot because of my sister.,I'm sorry you lost your foot because of my sister.,私の妹のせいであなたの足に起こったことを残念に思います。
